,spam,text,crowd,spanish,language,english
5853,1,"LAZADA，Congratulates! You are been invited to get experience the online e-commerce business mode.
The job is simple
Work from home ,is not affect current work
Daily earn PHP600- PHP5000
For TOP10 can travel to the USA for 21 days on behalf of the company, all sponsored by the company
Please Contact Our Whatsapp: https://api.whatsapp.com/send?phone=9481706314
Whatapp: ＋639481706314",1,"Lazada, felicita! Se le ha invitado a obtener experiencia en el modo comercial de comercio electrónico en línea.
El trabajo es simple
El trabajo desde casa no afecta el trabajo actual
Ganar diariamente Php600- Php5000
Para Top10 puede viajar a los Estados Unidos durante 21 días en nombre de la compañía, todos patrocinados por la compañía
Póngase en contacto con nuestro whatsapp: https://api.whatsapp.com/send?phone=9481706314
WhatApp: ＋639481706314",en,"LAZADA，Congratulates! You are been invited to get experience the online e-commerce business mode.
The job is simple
Work from home ,is not affect current work
Daily earn PHP600- PHP5000
For TOP10 can travel to the USA for 21 days on behalf of the company, all sponsored by the company
Please Contact Our Whatsapp: https://api.whatsapp.com/send?phone=9481706314
Whatapp: ＋639481706314"
5854,1,LANDBANK Advisory: Your account is temporarily on hold. Kindly verify here https://rebrand.ly/lbpiAccess-verify,1,Aviso de Landbank: su cuenta está temporalmente en espera. Verifique por favor aquí https://rebrand.ly/lbpiaccess-verify,en,LANDBANK Advisory: Your account is temporarily on hold. Kindly verify here https://rebrand.ly/lbpiAccess-verify
5855,1,"Cryptocurrency, 100 times leveraged contract trading, games, invite you to experience! Registration link: https://cutt.ly/ZH1cBM3",1,"Cryptomonedas, 100 veces el comercio de contratos apalancado, juegos, ¡lo invitan a experimentar! Enlace de registro: https://cutt.ly/zh1cbm3",en,"Cryptocurrency, 100 times leveraged contract trading, games, invite you to experience! Registration link: https://cutt.ly/ZH1cBM3"
5856,1,"Dozens of mini games for free registration and get 88, click to join us: https://rebrand.ly/4yz2oxb",1,"Docenas de mini juegos para registro gratuito y obtenga 88, haga clic para unirse a nosotros: https://rebrand.ly/4yz2oxb",en,"Dozens of mini games for free registration and get 88, click to join us: https://rebrand.ly/4yz2oxb"
5857,1,"I am a human resources department. You got noticed for J0B based on h0me. Now you can get up to 20,000 pesos per day. Apply : https://bit.ly/39DHScM",1,"Soy un departamento de recursos humanos. Te notaron para J0B basado en H0ME. Ahora puede obtener hasta 20,000 pesos por día. Aplicar: https://bit.ly/39DHSCM",en,"I am a human resources department. You got noticed for J0B based on h0me. Now you can get up to 20,000 pesos per day. Apply : https://bit.ly/39DHScM"
5858,1,"Hi, I'm a hiring manager at Amazon and we're currently looking for 80 online part-time employees. Working on a home mobile phone, you can easily earn 1000-5000pesos a day, and the salary will be paid on the same day. Simple jobs can be done anytime, anywhere. Please contact us via Whatsapp: +639064843918 or click the link to add Whatsapp and contact us https://wa.me/639064843918 (Note: Applicants must be at least 20 years old and have Gcash, students cannot apply for jobs)",1,"Hola, soy un gerente de contratación en Amazon y actualmente estamos buscando 80 empleados en línea a tiempo parcial. Trabajando en un teléfono móvil en casa, puede ganar fácilmente 1000-5000pesos al día, y el salario se pagará el mismo día. Se pueden hacer trabajos simples en cualquier momento y en cualquier lugar. Póngase en contacto con nosotros a través de WhatsApp: +639064843918 o haga clic en el enlace para agregar whatsapp y contáctenos https://wa.me/639064843918 (nota: los solicitantes deben tener al menos 20 años y tener GCASH, los estudiantes no pueden solicitar trabajos)",en,"Hi, I'm a hiring manager at Amazon and we're currently looking for 80 online part-time employees. Working on a home mobile phone, you can easily earn 1000-5000pesos a day, and the salary will be paid on the same day. Simple jobs can be done anytime, anywhere. Please contact us via Whatsapp: +639064843918 or click the link to add Whatsapp and contact us https://wa.me/639064843918 (Note: Applicants must be at least 20 years old and have Gcash, students cannot apply for jobs)"
5859,1,:Free Registration Online Casino and free bonus daily. Contact details : https://gm5666.com,1,: Registro gratuito Casino en línea y bonificación gratuita diariamente. Detalles de contacto: https://gm5666.com,en,:Free Registration Online Casino and free bonus daily. Contact details : https://gm5666.com
5860,1,"The mobile phone operation is simple, complete in 10 minutes, and earn 10,000P a day at home. If you are interested, please click https://bit.ly/37SEla8",1,"La operación del teléfono móvil es simple, completa en 10 minutos y gana 10,000p al día en casa. Si está interesado, haga clic en https://bit.ly/37sela8",en,"The mobile phone operation is simple, complete in 10 minutes, and earn 10,000P a day at home. If you are interested, please click https://bit.ly/37SEla8"
5861,1,"【PH777】Online slot machine, download APP and get 777P, http://slots777.ph",1,"【Ph777】 Máquina tragamonedas en línea, descarga la aplicación y obtenga 777p, http://slots777.ph",en,"【PH777】Online slot machine, download APP and get 777P, http://slots777.ph"
5862,1,"Register to get 588, online cockfighting betting field, easy bet on your mobile phone, thousands of people on line, quick payment. Web:  https://bit.ly/3wdrGYH",1,"Regístrese para obtener 588, campo de apuestas de peleas en línea, apuesta fácil en su teléfono móvil, miles de personas en línea, pago rápido. Web: https://bit.ly/3wdrgyh",en,"Register to get 588, online cockfighting betting field, easy bet on your mobile phone, thousands of people on line, quick payment. Web:  https://bit.ly/3wdrGYH"
5863,1,"Bingo! alex1966 won.P845,753 with 5p sa Bingoplus! Try mo na Marites at Pare! Free20p sa sign-up! PAGCOR licensed bit.ly/bingoplus",1,"¡Bingo! Alex1966 Won.p845,753 con 5p SA Bingoplus! ¡Prueba eso Maritas y Pare! ¡Free20p para registrarse! Pagcor con licencia bit.ly/bingoplus",fil,"Bingo! Alex1966 won.p845,753 with 5p sa bingoplus! Try that Marites and Pare! Free20p to sign-up! Pagcor licensed bit.ly/bingoplus"
5864,1,Sir/Mam. Congratulations you have been selected to work part time. Daily salary of 3500+.  Accept this vacancy:  + WS:  https://bit.ly/3JvHzhf,1,Señor/mam. Felicitaciones que has sido seleccionado para trabajar a tiempo parcial. Salario diario de 3500+. Acepte esta vacante: + WS: https://bit.ly/3jvhzhf,en,Sir/Mam. Congratulations you have been selected to work part time. Daily salary of 3500+.  Accept this vacancy:  + WS:  https://bit.ly/3JvHzhf
5865,1,Dear applicant you are selected as Part/Full-time staff. Now you can work from home and earn 8000 Peso daily. please click https://bit.ly/3qP2GnB,1,"Estimado solicitante, usted es seleccionado como personal de parte/tiempo completo. Ahora puede trabajar desde casa y ganar 8000 pesos al día. Haga clic en https://bit.ly/3qp2gnb",en,Dear applicant you are selected as Part/Full-time staff. Now you can work from home and earn 8000 Peso daily. please click https://bit.ly/3qP2GnB
5866,1,PinasBet Is Best Online casino in the Philippines.100 GET 100| 500 GET 500|5000 GET 5000|. 24/7 Immediate Cash In/Out.More promotions https://kuy8.com/Yxjqw,1,Pinasbet es el mejor casino en línea en Filipinas.100 Obtener 100 | 500 Obtenga 500 | 5000 Obtenga 5000 |. 24/7 en efectivo inmediato en/out.more Promotions https://kuy8.com/yxjqw,en,PinasBet Is Best Online casino in the Philippines.100 GET 100| 500 GET 500|5000 GET 5000|. 24/7 Immediate Cash In/Out.More promotions https://kuy8.com/Yxjqw
5867,1,"2022 largest welfare game platform, download and earn the first pot of gold, please contact: ph777.ph/?code=c§111",1,"2022 Plataforma de juego de bienestar más grande, descargue y gane el primer bote de oro, comuníquese con: ph777.ph/?code=c§111",en,"2022 largest welfare game platform, download and earn the first pot of gold, please contact: ph777.ph/?code=c§111"
5868,1,Your application for a w0rk-fr0m-h0me opportunity has been approved. Receive a daily salary of 2688. Consultation link: https://bit.ly/3Nf5mnd,1,Su solicitud para una oportunidad W0RK-FR0M-H0ME ha sido aprobada. Reciba un salario diario de 2688. Enlace de consulta: https://bit.ly/3nf5mnd,en,Your application for a w0rk-fr0m-h0me opportunity has been approved. Receive a daily salary of 2688. Consultation link: https://bit.ly/3Nf5mnd
5869,1,"DEAR, I AM A TEAM MANAGER, WE ARE HIRING PART-TIME STAFF . NOW YOU CAN EARN 9000P EVERY DAY . C0NTACT: https://cutt.ly/fHpQ79Q",1,"Querido, soy gerente de equipo, estamos contratando personal a tiempo parcial. Ahora puede ganar 9000p todos los días. C0ntact: https://cutt.ly/fhpq79q",en,"DEAR, I AM A TEAM MANAGER, WE ARE HIRING PART-TIME STAFF . NOW YOU CAN EARN 9000P EVERY DAY . C0NTACT: https://cutt.ly/fHpQ79Q"
5870,1,Kumita habang naglalaro at manalo araw araw.i click lang ang link para mag play game: cutt.ly/GG3Gb6K,1,Gane mientras juega y gane todos los días. Simplemente haga clic en el enlace para jugar al juego: cutt.ly/gg3gb6k,fil,Earn while playing and winning every day. Just click the link to play game: cutt.ly/gg3GB6K
5871,1,"Mas pinaganda na ang Bingo, Dahil pwede na ito i-Download! Plus FREE40p Sign-up-Gift! 6.3M+ JACKP0T! t.ly/Bingo-Plus",1,"¡El bingo es más hermoso, ya que se puede descargar! ¡Además de Gift Gift! 6.3m+ Jackp0t! T.ly/bingo-plus",fil,"Bingo is more beautiful, as it can be downloaded! PLUS FREE40P SIGN-UP-GIFT! 6.3M+ Jackp0t! T.ly/bingo-Plus"
5872,1,"Maligayang Linggo Sa Bvvin, Best Slots Platform! 100% Bonus Sa Iyong Unang Deposit Hanggang 58,888P. Mag-rehistro na ngayon: b.link/va3dj8",1,"¡Feliz domingo en Bvvin, la mejor plataforma de tragamonedas! Bonificación 100% en su primer depósito de hasta 58,888p. Regístrese ahora: B.Link/VA3DJ8",fil,"Happy Sunday on Bvvin, Best Slots Platform! 100% bonus on your first deposit up to 58,888p. Register now: B.Link/Va3DJ8"
5873,1,"For lucky applicants, additional income can be earned. working from home and earn 9,000 pesos a day. Please click  https://bit.ly/3MDgOZL",1,"Para los solicitantes afortunados, se pueden obtener ingresos adicionales. Trabajando desde casa y gane 9,000 pesos al día. Haga clic en https://bit.ly/3mdgozl",en,"For lucky applicants, additional income can be earned. working from home and earn 9,000 pesos a day. Please click  https://bit.ly/3MDgOZL"
5874,1,"LUCKY BRACELET !!!
PAMPASWERTE SA NEGOSYO AT TRABAHO
PABILIS PASOK NG PERA

CLICK HERE -->  https://s.lazada.com.ph/s.fTdDr

HEALING STONE PARA MAY KARAMDAMAN",1,"Pulsera de suerte !!!
Negocio y negocio
Más rápido

Haga clic aquí -> https://s.lazada.com.ph/s.ftddr

Piedra curativa para enfermedades",fil,"Lucky bracelet !!!
Business and business
Faster

CLICK HERE -> https://s.lazada.com.ph/s.ftddr

Healing stone for illness"
5875,1,"DEAR, I AM A TEAM MANAGER, WE ARE HIRING PART-TIME STAFF . NOW YOU CAN EARN 9000P EVERY DAY . C0NTACT: https://bit.ly/3km8wJb",1,"Querido, soy gerente de equipo, estamos contratando personal a tiempo parcial. Ahora puede ganar 9000p todos los días. C0ntact: https://bit.ly/3km8wjb",en,"DEAR, I AM A TEAM MANAGER, WE ARE HIRING PART-TIME STAFF . NOW YOU CAN EARN 9000P EVERY DAY . C0NTACT: https://bit.ly/3km8wJb"
5876,1,"To YOU Senior Citizens/Retired, Business Owners from 40/90.Your concern is needed for your UNCLAIMED Covid 19 relief allowance.Email me: csawal67@gmail.com",1,"Para usted, ciudadanos mayores/retirados, dueños de negocios de 40/90. Su preocupación es necesaria para su no reclamado asignación de alivio Covid 19. Envíeme: csawal67@gmail.com",en,"To YOU Senior Citizens/Retired, Business Owners from 40/90.Your concern is needed for your UNCLAIMED Covid 19 relief allowance.Email me: csawal67@gmail.com"
5877,1,"GOODNEWS !!! PROMO !!!

FREE ANNUAL FREE FOR LIFE TODAY ONLY !!!

If you are an active Creditcard holder from other Bank, You can apply for

EASTWEST BANK CREDIT CARD

Just E-mail your:

1. TWO (2) Valid id BACK TO BACK
2. Latest Creditcard Statement of Account
3. CELLPHONE NUMBER

To this email:  approvedcreditcards2022@gmail.com

And kindly wait for our Verification call.. 

Kindly disregard this message if not interested.. Thank you!",1,"BUENAS NOTICIAS !!! Promoción !!!

¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡

Si es un titular de la tarjeta de crédito activa de otro banco, puede solicitar

Tarjeta de crédito Eastwest Bank

Simplemente envíe un correo electrónico a su:

1. Dos (2) ID válido de forma consecutiva
2. Último estado de cuenta de la tarjeta de crédito
3. Número de teléfono celular

A este correo electrónico: aprobado CreditCards2022@gmail.com

Y amablemente espere nuestra llamada de verificación.

Por favor, ignore este mensaje si no está interesado ... ¡Gracias!",en,"GOODNEWS !!! PROMO !!!

FREE ANNUAL FREE FOR LIFE TODAY ONLY !!!

If you are an active Creditcard holder from other Bank, You can apply for

EASTWEST BANK CREDIT CARD

Just E-mail your:

1. TWO (2) Valid id BACK TO BACK
2. Latest Creditcard Statement of Account
3. CELLPHONE NUMBER

To this email:  approvedcreditcards2022@gmail.com

And kindly wait for our Verification call.. 

Kindly disregard this message if not interested.. Thank you!"
5878,1,"Avail of Security Bank!
-ORCR Loan W/out taking Car!
-2nd Hand Car Financing!

SURE Approval LOWEST Rate!
For Inquiries call or text 09209783638 ask for Mark!",1,"¡Aproveche el banco de seguridad!
-Orcr préstamo con el coche!
-2nd Hand Car Financing!

¡Aprobación de aprobación más baja tasa!
Para consultas, llame o envíe un mensaje de texto al 09209783638 ¡Pregunte por Mark!",en,"Avail of Security Bank!
-ORCR Loan W/out taking Car!
-2nd Hand Car Financing!

SURE Approval LOWEST Rate!
For Inquiries call or text 09209783638 ask for Mark!"
5879,1,Y0ur application for a w0-rk-from-home opportunity has been approved. Start w0-rking to earn 2666 per day. Onboarding consultation link:bit.ly/3P4Qaeb,1,La aplicación Y0UR para una oportunidad W0-RK-from Home ha sido aprobada. Comience W0-rking para ganar 2666 por día. Enlace de consulta de incorporación: bit.ly/3p4qaeb,en,Y0ur application for a w0-rk-from-home opportunity has been approved. Start w0-rking to earn 2666 per day. Onboarding consultation link:bit.ly/3P4Qaeb
5880,1,Land Bank Fraud Alert: Your account is temporarily suspended for illegal transactions. Visit http://gg.gg/LandBank to view the transaction details.,1,Alerta de fraude bancario de tierras: su cuenta se suspende temporalmente por transacciones ilegales. Visite http://gg.gg/landbank para ver los detalles de la transacción.,en,Land Bank Fraud Alert: Your account is temporarily suspended for illegal transactions. Visit http://gg.gg/LandBank to view the transaction details.
5881,1,"We are recruiting partners, simple and easy, only need to operate on the mobile phone, the daily salary is 5000+ Click for details:https://bit.ly/3woghE3",1,"Somos socios de reclutamiento, simples y fáciles, solo necesitamos operar en el teléfono móvil, el salario diario es de más de 5000 clic en detalles: https: //bit.ly/3woghe3",en,"We are recruiting partners, simple and easy, only need to operate on the mobile phone, the daily salary is 5000+ Click for details:https://bit.ly/3woghE3"
5882,1,"Maligayang Linggo Sa Bvvin, Best Slots Platform! 100% Bonus Sa Iyong Unang Deposit Hanggang 58,888P. Mag-rehistro na ngayon: b.link/9e8m3m",1,"¡Feliz domingo en Bvvin, la mejor plataforma de tragamonedas! Bonificación 100% en su primer depósito de hasta 58,888p. Regístrese ahora: B.Link/9E8M3M",fil,"Happy Sunday on Bvvin, Best Slots Platform! 100% bonus on your first deposit up to 58,888p. Register now: B.Link/9E8M3M"
